company_id,name,town,postcode,sectors,entry_routes,role_families,size_band,priority_employer,hiring_signal,website,summary,profile_text,employer_key,source,n_vacancies_raw,n_live_vacancies,sector_list,entry_route_list,role_family_list,n_sectors,n_entry_routes,n_opportunities
VACD65B984B,Little Cherubs Day Nursery,Gloucester,GL7,education_training|health_care,apprenticeship|school_leaver,teaching_support|admin|care,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Early Years Practitioner Apprentice. Standards/frameworks: Early years practitioner.,Little Cherubs Day Nursery Gloucester Gloucestershire education_training health_care apprenticeship school_leaver teaching_support admin care Early Years Practitioner Apprentice Early years practitioner apprenticeship school leaver,little cherubs day nursery,vacancies,1.0,0.0,"['education_training', 'health_care']","['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care']",2,2,1
VACD12BEDF5,MUSHROOM MANAGEMENT LTD,Tewkesbury,GL20,business_professional,apprenticeship,admin|finance|sales|project_coord|care,sme,0,low,,"Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: HR Support Apprentice; HR Support Apprentice. Standards/frameworks: HR support, HR support.",MUSHROOM MANAGEMENT LTD Tewkesbury Gloucestershire business_professional apprenticeship admin finance sales project_coord care HR Support Apprentice HR Support Apprentice HR support HR support apprenticeship school leaver,mushroom management,vacancies,2.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'care']",1,1,2
VAC496A2D2C,TH FABRICATIONS (CHELTENHAM) LTD,Cheltenham,GL51,aerospace_manufacturing,apprenticeship,engineer_ops|manufacturing|technician|quality,sme,0,low,,Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Metal Fabricator. Standards/frameworks: Metal fabricator.,TH FABRICATIONS (CHELTENHAM) LTD Cheltenham Gloucestershire aerospace_manufacturing apprenticeship engineer_ops manufacturing technician quality Apprentice Metal Fabricator Metal fabricator apprenticeship school leaver,th fabrications cheltenham,vacancies,1.0,0.0,['aerospace_manufacturing'],['apprenticeship'],"['engineer_ops', 'manufacturing', 'technician', 'quality']",1,1,1
VACF4726B2F,Mushroombiz,Tewkesbury,GL20,business_professional,apprenticeship,admin|finance|sales|project_coord|software,medium,0,low,,"Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administrator Apprentice; Business Administrator Apprentice; HR Support Apprentice. Standards/frameworks: Business administrator, Business administrator, HR support.",Mushroombiz Tewkesbury Gloucestershire business_professional apprenticeship admin finance sales project_coord software care Business Administrator Apprentice Business Administrator Apprentice HR Support Apprentice Business Administrator Apprentice Business administrator Business administrator HR support apprenticeship school leaver,mushroombiz,vacancies,4.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VAC94210688,Affinity Dental Care & Implant Centre,Gloucester,GL2,health_care,apprenticeship,care|admin,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Dental Nurse Apprentice. Standards/frameworks: Dental nurse (integrated).,Affinity Dental Care & Implant Centre Gloucester Gloucestershire health_care apprenticeship care admin Dental Nurse Apprentice Dental nurse (integrated) apprenticeship school leaver,affinity dental care implant centre,vacancies,1.0,0.0,['health_care'],['apprenticeship'],"['care', 'admin']",1,1,1
VAC92AF9C74,Hatherley Dental,Cheltenham,GL51,health_care,apprenticeship,care|admin|software|cyber,medium,0,low,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Dental Nursing Apprentice At Hatherley Dental; Dental Nursing Apprentice At Hatherley Dental; Dental Nursing Apprentice At Hatherley Dental. Standards/frameworks: Dental nurse (integrated), Dental nurse (integrated), Dental nurse (integrated).",Hatherley Dental Cheltenham Gloucestershire health_care apprenticeship care admin software cyber Dental Nursing Apprentice At Hatherley Dental Dental Nursing Apprentice At Hatherley Dental Dental Nursing Apprentice At Hatherley Dental Dental nurse (integrated) Dental nurse (integrated) Dental nurse (integrated) apprenticeship school leaver,hatherley dental,vacancies,3.0,0.0,['health_care'],['apprenticeship'],"['care', 'admin', 'software', 'cyber']",1,1,3
VACD1BAAFBD,Stonehouse Park Infant School,Stonehouse,GL10,education_training,apprenticeship,teaching_support|admin|care|software|cyber,sme,0,low,,Gloucestershire employer (Stonehouse) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Infant School - Teaching Assistant Apprentice. Standards/frameworks: Teaching assistant.,Stonehouse Park Infant School Stonehouse Gloucestershire education_training apprenticeship teaching_support admin care software cyber Infant School - Teaching Assistant Apprentice Teaching assistant apprenticeship school leaver,stonehouse park infant school,vacancies,1.0,0.0,['education_training'],['apprenticeship'],"['teaching_support', 'admin', 'care', 'software', 'cyber']",1,1,1
VACFCE6A253,CHANDLERS (FARM EQUIPMENT) LIMITED,Gloucestershire,GL7,aerospace_manufacturing,apprenticeship|school_leaver,engineer_ops|manufacturing|technician|quality|software,large,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Land Based Service Technician Apprenticeship (Cirencester); JCB Land Based Service Technician Apprenticeship; Apprentice Agricultural Parts Advisor. Standards/frameworks: Land-based service engineering technician, Land-based service engineering technician, Trade supplier.",CHANDLERS (FARM EQUIPMENT) LIMITED Gloucestershire Gloucestershire aerospace_manufacturing apprenticeship school_leaver engineer_ops manufacturing technician quality software care admin finance sales project_coord Land Based Service Technician Apprenticeship (Cirencester) JCB Land Based Service Technician Apprenticeship Apprentice Agricultural Parts Advisor Agco Land Based Service Technician Apprenticeship (Cirencester) Land-based service engineering technician Land-based service engineering technician Trade supplier apprenticeship school leaver,chandlers farm equipment,vacancies,8.0,0.0,['aerospace_manufacturing'],"['apprenticeship', 'school_leaver']","['engineer_ops', 'manufacturing', 'technician', 'quality', 'software']",1,2,3
VAC1EB2C5F6,MICHELDEVER TYRE SERVICES LIMITED,Cheltenham,GL51,aerospace_manufacturing,apprenticeship|school_leaver,engineer_ops|manufacturing|technician|quality|software,medium,0,low,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Autocare Technician - Bathwick Tyres - Team Protyre - Cheltenham; Apprentice Autocare Technician - Protyre Gloucester; Apprentice Autocare Technician - Bathwick Tyres - Team Protyre - Cheltenham. Standards/frameworks: Autocare technician, Autocare technician, Autocare technician.",MICHELDEVER TYRE SERVICES LIMITED Cheltenham Gloucestershire aerospace_manufacturing apprenticeship school_leaver engineer_ops manufacturing technician quality software Apprentice Autocare Technician - Bathwick Tyres - Team Protyre - Cheltenham Apprentice Autocare Technician - Protyre Gloucester Apprentice Autocare Technician - Bathwick Tyres - Team Protyre - Cheltenham Autocare technician Autocare technician Autocare technician apprenticeship school leaver,micheldever tyre services,vacancies,3.0,0.0,['aerospace_manufacturing'],"['apprenticeship', 'school_leaver']","['engineer_ops', 'manufacturing', 'technician', 'quality', 'software']",1,2,3
VAC8E8BF65F,PROSALE LTD,Gloucester,GL3,construction_green,apprenticeship|school_leaver,technician|field_ops|ops|engineer_ops|manufacturing,sme,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Powered Pedestrian (Automatic Door) Installer and Service Engineer; Apprentice Powered Pedestrian (Automatic Door) Installer and Service Engineer. Standards/frameworks: Powered pedestrian door installer and service engineer, Powered pedestrian door installer and service engineer.",PROSALE LTD Gloucester Gloucestershire construction_green apprenticeship school_leaver technician field_ops ops engineer_ops manufacturing Apprentice Powered Pedestrian (Automatic Door) Installer and Service Engineer Apprentice Powered Pedestrian (Automatic Door) Installer and Service Engineer Powered pedestrian door installer and service engineer Powered pedestrian door installer and service engineer apprenticeship school leaver,prosale,vacancies,2.0,0.0,['construction_green'],"['apprenticeship', 'school_leaver']","['technician', 'field_ops', 'ops', 'engineer_ops', 'manufacturing']",1,2,2
VAC97211DBB,PALMER & HOWELLS LTD.,Cheltenham,GL51,hospitality_tourism,apprenticeship|school_leaver,customer_success|ops|events,sme,0,low,,Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Commis Chef Apprentice. Standards/frameworks: Commis chef.,PALMER & HOWELLS LTD. Cheltenham Gloucestershire hospitality_tourism apprenticeship school_leaver customer_success ops events Commis Chef Apprentice Commis chef apprenticeship school leaver,palmer howells,vacancies,1.0,0.0,['hospitality_tourism'],"['apprenticeship', 'school_leaver']","['customer_success', 'ops', 'events']",1,2,1
VACB4DC2320,Bright Swans,Cheltenham,GL52,education_training|health_care,apprenticeship,teaching_support|admin|care|software|cyber,sme,0,low,,Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Level 3 Early Years Educator Apprenticeship - Abbotts Nursery Group. Standards/frameworks: Early years educator.,Bright Swans Cheltenham Gloucestershire education_training health_care apprenticeship teaching_support admin care software cyber Level 3 Early Years Educator Apprenticeship - Abbotts Nursery Group Early years educator apprenticeship school leaver,bright swans,vacancies,1.0,0.0,"['education_training', 'health_care']",['apprenticeship'],"['teaching_support', 'admin', 'care', 'software', 'cyber']",2,1,1
VAC8375AF93,GCSD ACCOUNTANTS LTD,Gloucestershire,GL10,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: AAT Accountant Apprentice. Standards/frameworks: Assistant accountant.,GCSD ACCOUNTANTS LTD Gloucestershire Gloucestershire business_professional apprenticeship admin finance sales project_coord software AAT Accountant Apprentice Assistant accountant apprenticeship school leaver,gcsd accountants,vacancies,1.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,1
VAC7384915B,Savers Stores,Cirencester,GL20,hospitality_retail,apprenticeship|school_leaver,customer_success|sales|ops|care,medium,0,low,,"Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Retail Sales Assistant; Apprentice Retail Sales Assistant; Apprentice Retail Sales Assistant. Standards/frameworks: Retailer, Retailer, Retailer.",Savers Stores Cirencester Gloucestershire hospitality_retail apprenticeship school_leaver customer_success sales ops care Apprentice Retail Sales Assistant Apprentice Retail Sales Assistant Apprentice Retail Sales Assistant Apprentice Retail Sales Assistant Retailer Retailer Retailer apprenticeship school leaver,savers stores,vacancies,4.0,0.0,['hospitality_retail'],"['apprenticeship', 'school_leaver']","['customer_success', 'sales', 'ops', 'care']",1,2,3
VAC8D89DC3E,GERRY DUPREE & CO LTD,Stroudwater Business Park,GL10,business_professional,apprenticeship,admin|finance|sales|project_coord|software,medium,0,low,,"Gloucestershire employer (Stroudwater Business Park) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Business Administrator Apprentice; Business Administrator Apprentice; Business Administrator Apprentice. Standards/frameworks: Business administrator, Business administrator, Business administrator.",GERRY DUPREE & CO LTD Stroudwater Business Park Gloucestershire business_professional apprenticeship admin finance sales project_coord software Business Administrator Apprentice Business Administrator Apprentice Business Administrator Apprentice Business Administrator Apprentice Business administrator Business administrator Business administrator apprenticeship school leaver,gerry dupree co,vacancies,5.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VAC5A77451E,BUSY BEES DAY NURSERIES (TRADING) LIMITED,Gloucester,GL1,education_training|health_care,apprenticeship|school_leaver,teaching_support|admin|care|customer_success|ops,large,0,medium,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Early Years Apprenticeship at Busy Bees Quedgeley (Level 3); Early Years Apprenticeship at Busy Bees Cheltenham Wellington Road (Level 3); Early Years Apprenticeship at Busy Bees Cheltenham Wellington Rd. Standards/frameworks: Early years educator, Early years educator, Early years educator.",BUSY BEES DAY NURSERIES (TRADING) LIMITED Gloucester Gloucestershire education_training health_care apprenticeship school_leaver teaching_support admin care customer_success ops events Early Years Apprenticeship at Busy Bees Quedgeley (Level 3) Early Years Apprenticeship at Busy Bees Cheltenham Wellington Road (Level 3) Early Years Apprenticeship at Busy Bees Cheltenham Wellington Rd Early Years Apprenticeship at Busy Bees Quedgeley Early years educator Early years educator Early years educator apprenticeship school leaver,busy bees day nurseries trading,vacancies,28.0,0.0,"['education_training', 'health_care']","['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care', 'customer_success', 'ops']",2,2,3
VAC747DCAC8,OPTIMISING IT LTD,Gloucester,GL2,business_professional,apprenticeship,admin|finance|sales|project_coord|software,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: IT Helpdesk Technician Apprentice; IT Support Technician Apprentice; IT Helpdesk Technician Apprentice. Standards/frameworks: Information communications technician, Information communications technician, Information communications technician.",OPTIMISING IT LTD Gloucester Gloucestershire business_professional apprenticeship admin finance sales project_coord software IT Helpdesk Technician Apprentice IT Support Technician Apprentice IT Helpdesk Technician Apprentice Information communications technician Information communications technician Information communications technician apprenticeship school leaver,optimising it,vacancies,3.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,3
VAC6A76097B,M R G SYSTEMS LTD,Stonehouse,GL10,cyber_digital,apprenticeship|higher_apprenticeship,software|cyber|data|analyst,sme,0,low,,Gloucestershire employer (Stonehouse) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Software Developer. Standards/frameworks: Software developer.,M R G SYSTEMS LTD Stonehouse Gloucestershire cyber_digital apprenticeship higher_apprenticeship software cyber data analyst Apprentice Software Developer Software developer apprenticeship school leaver,m r g systems,vacancies,1.0,0.0,['cyber_digital'],"['apprenticeship', 'higher_apprenticeship']","['software', 'cyber', 'data', 'analyst']",1,2,1
VAC4F566A5E,Aspire Foundation,Cheltenham,GL51,education_training|health_care,apprenticeship|school_leaver,teaching_support|admin|care,medium,0,medium,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Early Years Practitioner Apprentice; Early Years Educator Apprentice; Early Years Educator Apprentice. Standards/frameworks: Early years practitioner, Early years educator, Early years educator.",Aspire Foundation Cheltenham Gloucestershire education_training health_care apprenticeship school_leaver teaching_support admin care Early Years Practitioner Apprentice Early Years Educator Apprentice Early Years Educator Apprentice Early Years Practitioner Apprentice Early years practitioner Early years educator Early years educator apprenticeship school leaver,aspire foundation,vacancies,4.0,0.0,"['education_training', 'health_care']","['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care']",2,2,3
VAC3701D56B,SOUTH WEST APPRENTICESHIP COMPANY LTD,Gloucester,GL56,business_professional|hospitality_tourism,apprenticeship|school_leaver,admin|finance|sales|project_coord|software,large,0,medium,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Administration Apprentice J3474; Apprentice Building Services and Maintenance Engineer J3465; Apprentice Building Services and Maintenance Engineer J3456. Standards/frameworks: Business administrator, Building services engineering service and maintenance engineer, Building services engineering service and maintenance engineer.",SOUTH WEST APPRENTICESHIP COMPANY LTD Gloucester Gloucestershire business_professional hospitality_tourism apprenticeship school_leaver admin finance sales project_coord software technician field_ops ops engineer_ops manufacturing project_support customer_success events care cyber Administration Apprentice J3474 Apprentice Building Services and Maintenance Engineer J3465 Apprentice Building Services and Maintenance Engineer J3456 School Laboratory Technician Apprentice J3428 Business administrator Building services engineering service and maintenance engineer Building services engineering service and maintenance engineer apprenticeship school leaver,south west apprenticeship company,vacancies,69.0,0.0,"['business_professional', 'hospitality_tourism']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'software']",2,2,3
VAC7C2F4FED,The Milestone School,Gloucester,GL2,education_training|business_professional,apprenticeship|school_leaver,teaching_support|admin|care|finance|sales,large,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Premises Assistant Apprentice; Teaching Assistant Apprenticeship; Apprentice ICT Technician at Milestone School. Standards/frameworks: Property maintenance operative, Teaching assistant, Information communications technician.",The Milestone School Gloucester Gloucestershire education_training business_professional apprenticeship school_leaver teaching_support admin care finance sales project_coord software cyber Premises Assistant Apprentice Teaching Assistant Apprenticeship Apprentice ICT Technician at Milestone School Apprentice ICT Technician at Milestone School Property maintenance operative Teaching assistant Information communications technician apprenticeship school leaver,milestone school,vacancies,8.0,0.0,"['education_training', 'business_professional']","['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care', 'finance', 'sales']",2,2,3
VAC6BCE1F57,CONNEXUS NETWORKS LTD,Sperry Way,GL10,business_professional,apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,Gloucestershire employer (Sperry Way) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: IT SUPPORT APPRENTICE. Standards/frameworks: IT solutions technician.,CONNEXUS NETWORKS LTD Sperry Way Gloucestershire business_professional apprenticeship admin finance sales project_coord software IT SUPPORT APPRENTICE IT solutions technician apprenticeship school leaver,connexus networks,vacancies,1.0,0.0,['business_professional'],['apprenticeship'],"['admin', 'finance', 'sales', 'project_coord', 'software']",1,1,1
VACD07F9476,LANGLEY WELLINGTON LLP,Gloucester,GL1,business_professional|hospitality_retail,apprenticeship|school_leaver,admin|finance|sales|project_coord|software,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Paralegal Administration Apprentice; General Office and Reception Apprentice; Paralegal Administration Apprentice. Standards/frameworks: Business administrator, Customer service practitioner, Business administrator.",LANGLEY WELLINGTON LLP Gloucester Gloucestershire business_professional hospitality_retail apprenticeship school_leaver admin finance sales project_coord software customer_success Paralegal Administration Apprentice General Office and Reception Apprentice Paralegal Administration Apprentice Business administrator Customer service practitioner Business administrator apprenticeship school leaver,langley wellington,vacancies,3.0,0.0,"['business_professional', 'hospitality_retail']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'software']",2,2,3
VAC9471FC58,R & S SERVICES ENGINEERS LTD,Cheltenham,GL51,business_professional|construction_green,apprenticeship|school_leaver,technician|field_ops|ops|engineer_ops|manufacturing,medium,0,low,,"Gloucestershire employer (Cheltenham) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Building Services Engineer apprentice; Air Conditioning/Refrigeration Apprentice; Air Conditioning/Refrigeration Apprentice. Standards/frameworks: Building services engineering installer, Refrigeration air conditioning and heat pump engineering technician, Refrigeration air conditioning and heat pump engineering technician.",R & S SERVICES ENGINEERS LTD Cheltenham Gloucestershire business_professional construction_green apprenticeship school_leaver technician field_ops ops engineer_ops manufacturing admin finance sales project_coord software Building Services Engineer apprentice Air Conditioning/Refrigeration Apprentice Air Conditioning/Refrigeration Apprentice Building services engineering installer Refrigeration air conditioning and heat pump engineering technician Refrigeration air conditioning and heat pump engineering technician apprenticeship school leaver,r s services engineers,vacancies,3.0,0.0,"['business_professional', 'construction_green']","['apprenticeship', 'school_leaver']","['technician', 'field_ops', 'ops', 'engineer_ops', 'manufacturing']",2,2,3
VACE7AAFC1B,Grundon,Gloucestershire,GL52,business_professional,apprenticeship|higher_apprenticeship,admin|finance|sales|project_coord|software,sme,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Sales Executive; Apprentice Sales Executive. Standards/frameworks: Sales executive, Sales executive.",Grundon Gloucestershire Gloucestershire business_professional apprenticeship higher_apprenticeship admin finance sales project_coord software Apprentice Sales Executive Apprentice Sales Executive Sales executive Sales executive apprenticeship school leaver,grundon,vacancies,2.0,0.0,['business_professional'],"['apprenticeship', 'higher_apprenticeship']","['admin', 'finance', 'sales', 'project_coord', 'software']",1,2,2
VAC632ED4F8,Longlevens Infant School,Gloucester,GL2,education_training|business_professional,apprenticeship|school_leaver,teaching_support|admin|care|finance|sales,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Property Maintenance Operative Apprentice at Longlevens Infant School; Accounts/Finance Assistant Apprentice At Longlevens Infant School; Property Maintenance Operative Apprentice at Longlevens Infant School. Standards/frameworks: Property maintenance operative, Accounts or finance assistant, Property maintenance operative.",Longlevens Infant School Gloucester Gloucestershire education_training business_professional apprenticeship school_leaver teaching_support admin care finance sales project_coord software Property Maintenance Operative Apprentice at Longlevens Infant School Accounts/Finance Assistant Apprentice At Longlevens Infant School Property Maintenance Operative Apprentice at Longlevens Infant School Property maintenance operative Accounts or finance assistant Property maintenance operative apprenticeship school leaver,longlevens infant school,vacancies,3.0,0.0,"['education_training', 'business_professional']","['apprenticeship', 'school_leaver']","['teaching_support', 'admin', 'care', 'finance', 'sales']",2,2,3
VACAD9F5C10,COTE RESTAURANT GROUP LTD,Gloucester,GL1,hospitality_tourism,apprenticeship|school_leaver,customer_success|ops|events|care,medium,0,low,,"Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Chef; Apprentice Waiter/Waitress; Apprentice Chef. Standards/frameworks: Commis chef, Hospitality team member, Commis chef.",COTE RESTAURANT GROUP LTD Gloucester Gloucestershire hospitality_tourism apprenticeship school_leaver customer_success ops events care Apprentice Chef Apprentice Waiter/Waitress Apprentice Chef Apprentice Chef Commis chef Hospitality team member Commis chef apprenticeship school leaver,cote restaurant,vacancies,5.0,0.0,['hospitality_tourism'],"['apprenticeship', 'school_leaver']","['customer_success', 'ops', 'events', 'care']",1,2,3
VAC353B8CF4,M G CANNON LTD,Gloucester,GL1,business_professional|hospitality_retail,apprenticeship|school_leaver,admin|finance|sales|project_coord|customer_success,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Customer Service Practitioner. Standards/frameworks: Customer service practitioner.,M G CANNON LTD Gloucester Gloucestershire business_professional hospitality_retail apprenticeship school_leaver admin finance sales project_coord customer_success Apprentice Customer Service Practitioner Customer service practitioner apprenticeship school leaver,m g cannon,vacancies,1.0,0.0,"['business_professional', 'hospitality_retail']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'customer_success']",2,2,1
VACBEDE0077,CARRYLIFT MATERIALS HANDLING LIMITED,Gloucester,GL3,aerospace_manufacturing,apprenticeship,engineer_ops|manufacturing|technician|quality|software,sme,0,low,,Gloucestershire employer (Gloucester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Forklift Engineer. Standards/frameworks: Lift truck and powered access engineering technician.,CARRYLIFT MATERIALS HANDLING LIMITED Gloucester Gloucestershire aerospace_manufacturing apprenticeship engineer_ops manufacturing technician quality software Apprentice Forklift Engineer Lift truck and powered access engineering technician apprenticeship school leaver,carrylift materials handling,vacancies,1.0,0.0,['aerospace_manufacturing'],['apprenticeship'],"['engineer_ops', 'manufacturing', 'technician', 'quality', 'software']",1,1,1
VAC3FB9ED87,Ground Up,Tewkesbury,GL20,agri_tech_food,apprenticeship|school_leaver,field_ops|ops|technician,sme,0,low,,Gloucestershire employer (Tewkesbury) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Gardening apprentice. Standards/frameworks: Horticulture or landscape operative.,Ground Up Tewkesbury Gloucestershire agri_tech_food apprenticeship school_leaver field_ops ops technician Gardening apprentice Horticulture or landscape operative apprenticeship school leaver,ground up,vacancies,1.0,0.0,['agri_tech_food'],"['apprenticeship', 'school_leaver']","['field_ops', 'ops', 'technician']",1,2,1
VAC0711773D,PERFORMA IT LTD,Berkeley,GL13,cyber_digital,apprenticeship,software|cyber|data|analyst|care,sme,0,low,,Gloucestershire employer (Berkeley) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Salesforce Administrator Apprentice. Standards/frameworks: Digital support technician.,PERFORMA IT LTD Berkeley Gloucestershire cyber_digital apprenticeship software cyber data analyst care Salesforce Administrator Apprentice Digital support technician apprenticeship school leaver,performa it,vacancies,1.0,0.0,['cyber_digital'],['apprenticeship'],"['software', 'cyber', 'data', 'analyst', 'care']",1,1,1
VACD2B5354A,BRACE CREATIVE AGENCY LTD,Quedgeley,GL2,cyber_digital,apprenticeship|higher_apprenticeship,software|cyber|data|analyst,sme,0,low,,"Gloucestershire employer (Quedgeley) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Digital Marketing Apprentice; Software Developer Apprentice. Standards/frameworks: Digital marketer, Software developer.",BRACE CREATIVE AGENCY LTD Quedgeley Gloucestershire cyber_digital apprenticeship higher_apprenticeship software cyber data analyst Digital Marketing Apprentice Software Developer Apprentice Digital marketer Software developer apprenticeship school leaver,brace creative agency,vacancies,2.0,0.0,['cyber_digital'],"['apprenticeship', 'higher_apprenticeship']","['software', 'cyber', 'data', 'analyst']",1,2,2
VACFA019858,AUTOCOLOUR SERVICES LIMITED,Gloucestershire,GL20,aerospace_manufacturing,apprenticeship,engineer_ops|manufacturing|technician|quality,medium,0,low,,"Gloucestershire employer (Gloucestershire) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Vehicle Damage Panel Technician Apprenticeship; Vehicle Damage Panel Technician Apprenticeship; Vehicle Damage Panel Technician Apprenticeship. Standards/frameworks: Vehicle damage panel technician, Vehicle damage panel technician, Vehicle damage panel technician.",AUTOCOLOUR SERVICES LIMITED Gloucestershire Gloucestershire aerospace_manufacturing apprenticeship engineer_ops manufacturing technician quality Vehicle Damage Panel Technician Apprenticeship Vehicle Damage Panel Technician Apprenticeship Vehicle Damage Panel Technician Apprenticeship Vehicle damage panel technician Vehicle damage panel technician Vehicle damage panel technician apprenticeship school leaver,autocolour services,vacancies,3.0,0.0,['aerospace_manufacturing'],['apprenticeship'],"['engineer_ops', 'manufacturing', 'technician', 'quality']",1,1,3
VAC67E4C940,MRS LOUISE PRICE VOGUE,Stroud,GL5,hospitality_retail,apprenticeship|school_leaver,customer_success|sales|ops,sme,0,low,,Gloucestershire employer (Stroud) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Apprentice Hair Stylist. Standards/frameworks: Hair professional.,MRS LOUISE PRICE VOGUE Stroud Gloucestershire hospitality_retail apprenticeship school_leaver customer_success sales ops Apprentice Hair Stylist Hair professional apprenticeship school leaver,mrs louise price vogue,vacancies,1.0,0.0,['hospitality_retail'],"['apprenticeship', 'school_leaver']","['customer_success', 'sales', 'ops']",1,2,1
VACAE055E3C,MAINSTREAM DIGITAL LTD,Cirencester,GL7,business_professional|hospitality_retail,apprenticeship|school_leaver,admin|finance|sales|project_coord|software,large,0,medium,,"Gloucestershire employer (Cirencester) with apprenticeship vacancies on Find an Apprenticeship. Recent roles include: Telecommunications and Unified Comms Apprentice; IT Support Apprentice; Telecommunications and Unified Comms Apprentice. Standards/frameworks: Information communications technician, IT solutions technician, Information communications technician.",MAINSTREAM DIGITAL LTD Cirencester Gloucestershire business_professional hospitality_retail apprenticeship school_leaver admin finance sales project_coord software customer_success cyber data analyst care Telecommunications and Unified Comms Apprentice IT Support Apprentice Telecommunications and Unified Comms Apprentice Telecoms Customer Support Provisioning Apprentice Information communications technician IT solutions technician Information communications technician apprenticeship school leaver,mainstream digital,vacancies,20.0,0.0,"['business_professional', 'hospitality_retail']","['apprenticeship', 'school_leaver']","['admin', 'finance', 'sales', 'project_coord', 'software']",2,2,3
