course_id,title,provider,provider_ukprn,town,postcode,region,level,course_type,course_type_label,study_mode,sectors,entry_routes,summary,website,profile_text,source,source_date
NCS-10036143-f821bcc6-5229-4794-bafe-e4c2f659e50d,Access to Higher Education Diploma: Health and Social Care Pathway (Nursing & Midwifery),SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,health_care|education_training,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,Access to Higher Education Diploma: Health and Social Care Pathway (Nursing & Midwifery) | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | health_care education_training,ncs_course_directory,2026-06
NCS-10036143-cd1ebcf7-1f89-4516-9f24-a571b3dd9586,BTEC National AAQ Medical Science (Extended Certificate) (Year1),SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,BTEC,1,health_care|aerospace_manufacturing|cyber_digital,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: BTEC,https://sgscol.ac.uk,BTEC National AAQ Medical Science (Extended Certificate) (Year1) | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | BTEC |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | health_care aerospace_manufacturing cyber_digital,ncs_course_directory,2026-06
NCS-10036143-320e754f-740d-4601-b63f-902020ef01ea,EDEXCEL BTEC First Certificate in Business L2,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: BTEC,https://sgscol.ac.uk,EDEXCEL BTEC First Certificate in Business L2 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | BTEC |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10036143-558bfae0-464b-4dab-91c6-09402527171a,EDEXCEL BTEC First Certificate in Travel and Tourism L2,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,BTEC,1,hospitality_tourism,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: BTEC,https://sgscol.ac.uk,EDEXCEL BTEC First Certificate in Travel and Tourism L2 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | BTEC |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | hospitality_tourism,ncs_course_directory,2026-06
NCS-10036143-c49ba492-a682-4b5b-a34a-9cbb5a1f4242,EDEXCEL BTEC National Foundation Diploma in Travel and Tourism L3,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,hospitality_tourism,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,EDEXCEL BTEC National Foundation Diploma in Travel and Tourism L3 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | hospitality_tourism,ncs_course_directory,2026-06
NCS-10036143-56f80860-e8e3-4652-8ca1-c78f03c7c9ae,EDEXCEL BTEC Technical Diploma in Animal Care L2,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,BTEC,1,agri_tech_food,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: BTEC,https://sgscol.ac.uk,EDEXCEL BTEC Technical Diploma in Animal Care L2 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | BTEC |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | agri_tech_food,ncs_course_directory,2026-06
NCS-10036143-30f26653-1ba2-420b-8e05-8de9e0d2637b,L1 Pathways BTEC Level 1 Introductory Certificate in Health and Social Care,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,BTEC,1,health_care,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: BTEC,https://sgscol.ac.uk,L1 Pathways BTEC Level 1 Introductory Certificate in Health and Social Care | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | BTEC |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | health_care,ncs_course_directory,2026-06
NCS-10036143-08592be4-fe0e-4f3c-b98d-401cd015b5f6,T Level Foundation Programme - Health and Social Care L2,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,,T Level,1,health_care,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: T Level,https://sgscol.ac.uk,T Level Foundation Programme - Health and Social Care L2 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | T Level |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | health_care,ncs_course_directory,2026-06
NCS-10036143-43e86e10-e2fc-414e-af16-eeab450521e1,VTCT NVQ Diploma in Hairdressing L3,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,NVQ,1,business_professional,apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: NVQ,https://sgscol.ac.uk,VTCT NVQ Diploma in Hairdressing L3 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | NVQ |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10006130-19345709-f509-43dc-bdd8-e0e13c678373,*ATL3 - Law and Legal Work Level 2 BTEC Certificate (=1),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,public_sector,school_leaver|apprenticeship,"This BTEC Level 2 course provides a good foundation for students wanting to access Level 3 BTEC Law. The course will give a good overview of the legal system, police powers and aspects of criminal law Type: BTEC",https://www.stbrn.ac.uk/find/courses/law-2/,"*ATL3 - Law and Legal Work Level 2 BTEC Certificate (=1) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This BTEC Level 2 course provides a good foundation for students wanting to access Level 3 BTEC Law. The course will give a good overview of the legal system, p | public_sector",ncs_course_directory,2026-06
NCS-10006130-451d892f-e00b-462f-9a58-2832a27db579,ATL3 - Business BTEC First  Certificate (=3),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,"BTEC First qualifications, specially designed for individuals seeking a vocational-focused education. By immersing yourself in a practical learning environment, you will acquire invaluable knowledge,  Type: BTEC",https://www.stbrn.ac.uk/find/courses/business/,"ATL3 - Business BTEC First  Certificate (=3) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | BTEC First qualifications, specially designed for individuals seeking a vocational-focused education. By immersing yourself in a practical learning environment, | business_professional",ncs_course_directory,2026-06
NCS-10006130-5aec5ae1-e573-49ff-949a-5dba32b4721d,ATL3 - Public Services Level 2 BTEC Certificate (=2),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,"This one-year vocational course is suitable for students with a general interest in the work of the Public Services, and those who are aiming to pursue a career in any of the uniformed public service  Type: BTEC",https://www.stbrn.ac.uk/find/courses/public-services/,"ATL3 - Public Services Level 2 BTEC Certificate (=2) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This one-year vocational course is suitable for students with a general interest in the work of the Public Services, and those who are aiming to pursue a career | business_professional",ncs_course_directory,2026-06
NCS-10006130-82bb6769-7915-4256-bcb0-1f7405c9989d,ATL3 - Public Services Level 2 BTEC Extended Certificate (=3),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,"This one-year vocational course is suitable for students with a general interest in the work of the Public Services, and those who are aiming to pursue a career in any of the uniformed public service  Type: BTEC",https://www.stbrn.ac.uk/find/courses/public-services/,"ATL3 - Public Services Level 2 BTEC Extended Certificate (=3) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This one-year vocational course is suitable for students with a general interest in the work of the Public Services, and those who are aiming to pursue a career | business_professional",ncs_course_directory,2026-06
NCS-10006130-150fb3dc-8913-4441-8709-c1fce45fb916,ATL3 - Sport Level 2 BTEC Extended Certificate (=3),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,This course is a one-year vocational course that allows a sports industry enthusiast to develop the knowledge and skills required to support progression on to a Level 3 programme of study or to progre Type: BTEC,https://www.stbrn.ac.uk/find/courses/sport-first-certificate-extended/,ATL3 - Sport Level 2 BTEC Extended Certificate (=3) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This course is a one-year vocational course that allows a sports industry enthusiast to develop the knowledge and skills required to support progression on to a | business_professional,ncs_course_directory,2026-06
NCS-10006130-5676557a-42d1-419f-8235-ba39b335a351,Applied Law Level 3 BTEC Extended Certificate (=1),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,public_sector,school_leaver|apprenticeship,The BTEC Extended Certificate in Applied Law is designed to appeal to learners who are interested in a career in law or who are planning to go to university and want to gain a good understanding of la Type: BTEC,https://www.stbrn.ac.uk/find/courses/law-(applied)/,Applied Law Level 3 BTEC Extended Certificate (=1) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | The BTEC Extended Certificate in Applied Law is designed to appeal to learners who are interested in a career in law or who are planning to go to university and | public_sector,ncs_course_directory,2026-06
NCS-10006130-5be2365c-e42f-4fcc-b913-50a0d35d57fc,Business Level 3 BTEC Extended Certificate (=1),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,These practical  work-related courses are designed for students who wish to gain a broad range of knowledge about dynamic business environments. Students must be prepared to work independently and to  Type: BTEC,https://www.stbrn.ac.uk/find/courses/business-3/,Business Level 3 BTEC Extended Certificate (=1) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | These practical  work-related courses are designed for students who wish to gain a broad range of knowledge about dynamic business environments. Students must b | business_professional,ncs_course_directory,2026-06
NCS-10006130-896ceaf7-fe2b-4ad2-b995-78610685f1aa,Music Performing Level 3 BTEC Extended Certificate (=1),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,creative_events,school_leaver|apprenticeship,This course is aimed primarily at students who are interested in developing practical musical skills together with music theory and industry knowledge.  It is a highly practical course and is centred  Type: BTEC,https://www.stbrn.ac.uk/find/courses/music-performance/,Music Performing Level 3 BTEC Extended Certificate (=1) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This course is aimed primarily at students who are interested in developing practical musical skills together with music theory and industry knowledge.  It is a | creative_events,ncs_course_directory,2026-06
NCS-10006130-2809f4cc-443c-40ac-a25b-3d42859b58d3,Performing Arts Level 3 BTEC  Extended Certificate (Musical Theatre) (=1),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,creative_events,school_leaver|apprenticeship,This course is for practically minded students who have a keen interest in one or more areas of the Performing Arts industry and wish to receive outstanding tuition both in skill development as well a Type: BTEC,http://www.stbrn.ac.uk/find?c=Performing,Performing Arts Level 3 BTEC  Extended Certificate (Musical Theatre) (=1) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | This course is for practically minded students who have a keen interest in one or more areas of the Performing Arts industry and wish to receive outstanding tui | creative_events,ncs_course_directory,2026-06
NCS-10006130-2456e9e2-1bf9-4661-a00d-4db931ebe36d,Sport Level 3 BTEC Diploma (=2),ST BRENDAN'S SIXTH FORM COLLEGE,10006130,Bristol,BS4 5RQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,The sports courses offer a two-year vocational course that leads to the equivalent of one or two A-levels (dependent on the size of qualification you choose to study). It is a practical skills based c Type: BTEC,https://www.stbrn.ac.uk/find/courses/sport-2/,Sport Level 3 BTEC Diploma (=2) | ST BRENDAN'S SIXTH FORM COLLEGE | Bristol |  | BTEC |  | The sports courses offer a two-year vocational course that leads to the equivalent of one or two A-levels (dependent on the size of qualification you choose to  | business_professional,ncs_course_directory,2026-06
NCS-10031581-662bcca9-c892-4254-b494-a3b83da8d81f,Business BTEC Level 3 National Diploma,THE KINGS OF WESSEX ACADEMY,10031581,Cheddar,BS27 3AQ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,BTEC National Qualifications provide a broad introduction that give students transferable knowledge and skills.  The Business Course is aimed at students who want to continue their education through a Type: BTEC,https://www.kowessex.co.uk/curriculum/enterprise-and-technology/,Business BTEC Level 3 National Diploma | THE KINGS OF WESSEX ACADEMY | Cheddar |  | BTEC |  | BTEC National Qualifications provide a broad introduction that give students transferable knowledge and skills.  The Business Course is aimed at students who wa | business_professional,ncs_course_directory,2026-06
NCS-10007164-cecbea05-d157-4c80-b1e3-cec00f9c4482,"BSc (Hons) Healthcare Science (Medical Physics)  - University of the West of England, Bristol (UWE, BRISTOL)",UWE,10007164,Bristol,BS16 1QY,bristol,See provider,,Higher education,2,health_care|aerospace_manufacturing|cyber_digital,school_leaver|apprenticeship,Study one of three specialist pathways on our Healthcare Science Practitioner (Medical Physics Technology) apprenticeship. Accredited by the National School of Healthcare Science as part of Health Edu Type: Higher education,https://www.uwe.ac.uk/courses/degree-apprenticeships/current-degree-apprenticeships/healthcare-science-practitioner-physiological-sciences,"BSc (Hons) Healthcare Science (Medical Physics)  - University of the West of England, Bristol (UWE, BRISTOL) | UWE | Bristol |  | Higher education |  | Study one of three specialist pathways on our Healthcare Science Practitioner (Medical Physics Technology) apprenticeship. Accredited by the National School of  | health_care aerospace_manufacturing cyber_digital",ncs_course_directory,2026-06
NCS-10007164-8675b235-fc43-46e7-8821-016d00539bf6,"BSc (Hons) in Quantity Surveying and Commercial Management - University of the West of England, Bristol (UWE Bristol)",UWE,10007164,Bristol,BS16 1QY,bristol,See provider,,Higher education,2,construction_green|business_professional,school_leaver|apprenticeship,"Our Chartered Surveyor apprenticeship pathways will give you the degree-level expertise needed to practise as a competent Chartered Surveyor. Benefit from expert guest speakers, modern facilities and  Type: Higher education",https://www.uwe.ac.uk/courses/degree-apprenticeships/current-degree-apprenticeships/chartered-quantity-surveyor,"BSc (Hons) in Quantity Surveying and Commercial Management - University of the West of England, Bristol (UWE Bristol) | UWE | Bristol |  | Higher education |  | Our Chartered Surveyor apprenticeship pathways will give you the degree-level expertise needed to practise as a competent Chartered Surveyor. Benefit from exper | construction_green business_professional",ncs_course_directory,2026-06
NCS-10007459-c13c48c1-8c61-4709-af0f-894ce73a6374,Access To He: Biomedical Sciences 17-18 Prg,University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,Access To He: Biomedical Sciences 17-18 Prg | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | business_professional,ncs_course_directory,2026-06
NCS-10007459-1fbbd5fc-6300-48cd-aa07-87b734e00731,Access To He: Biomedical Sciences 17-18 Prg,University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,Access To He: Biomedical Sciences 17-18 Prg | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | business_professional,ncs_course_directory,2026-06
NCS-10007459-79997ce9-e63f-45ca-b459-e2e0a9a29b96,"Advanced Subsidiary GCE in Business
AQA Level 3 Advanced Subsidiary GCE in Business",University Centre Weston,10007459,WESTON SUPER MARE,BS23 4QU,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,"Advanced Subsidiary GCE in Business
AQA Level 3 Advanced Subsidiary GCE in Business | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | business_professional",ncs_course_directory,2026-06
NCS-10007459-bf11464a-ae28-4c03-ab05-964be663874e,"Animal Care Land Based Studies, Certificate",University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,,Certificate,1,agri_tech_food,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Certificate,http://www.weston.ac.uk,"Animal Care Land Based Studies, Certificate | University Centre Weston | WESTON SUPER MARE |  | Certificate |  | Courses for 16-18 year olds | agri_tech_food",ncs_course_directory,2026-06
NCS-10007459-496dacb5-2cff-417e-9d9c-b6876e0d0605,"Animal Management and Science, T-Level",University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,,T Level,1,business_professional|aerospace_manufacturing|cyber_digital,school_leaver|apprenticeship,Courses for 16-18 year olds Type: T Level,http://www.weston.ac.uk,"Animal Management and Science, T-Level | University Centre Weston | WESTON SUPER MARE |  | T Level |  | Courses for 16-18 year olds | business_professional aerospace_manufacturing cyber_digital",ncs_course_directory,2026-06
NCS-10007459-ffc5f38f-6fdf-4212-9b1b-b5dd91d2558f,"Animal Management, BTEC Extended Diploma",University Centre Weston,10007459,WESTON-SUPER-MARE,BS24 6AH,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,"Animal Management, BTEC Extended Diploma | University Centre Weston | WESTON-SUPER-MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | business_professional",ncs_course_directory,2026-06
NCS-10007459-b5a9a6da-80c8-419d-b87f-132be717ee3d,"Art and Design, Pre-Degree",University Centre Weston,10007459,WESTON SUPER MARE,BS23 4QU,bristol,See provider,4,Free Courses for Jobs,1,creative_events,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,"Art and Design, Pre-Degree | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | creative_events",ncs_course_directory,2026-06
NCS-10007459-17b05571-5a5a-4c16-bacd-55d66b5c4ed2,Award in Health and Safety in a Construction Environment,University Centre Weston,10007459,Weston-super-Mare,BS23 2AL,bristol,See provider,,Certificate,2,agri_tech_food,school_leaver|apprenticeship,Courses for adults Type: Certificate,http://www.weston.ac.uk,Award in Health and Safety in a Construction Environment | University Centre Weston | Weston-super-Mare |  | Certificate |  | Courses for adults | agri_tech_food,ncs_course_directory,2026-06
NCS-10007459-4116028d-2914-426f-9737-cf365bf10df9,"Extended Diploma in Creative Practice: Art, Design and Communication",University Centre Weston,10007459,WESTON SUPER MARE,BS23 4QU,bristol,See provider,4,Free Courses for Jobs,1,creative_events,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,"Extended Diploma in Creative Practice: Art, Design and Communication | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | creative_events",ncs_course_directory,2026-06
NCS-10007459-3804a384-416d-479a-b834-627ec39cd3fd,"Sports Coaching & Physical Education, BTEC Extended Diploma",University Centre Weston,10007459,WESTON SUPER MARE,BS23 4QU,bristol,See provider,,BTEC,1,education_training,school_leaver|apprenticeship,Courses for 16-18 year olds Type: BTEC,http://www.weston.ac.uk,"Sports Coaching & Physical Education, BTEC Extended Diploma | University Centre Weston | WESTON SUPER MARE |  | BTEC |  | Courses for 16-18 year olds | education_training",ncs_course_directory,2026-06
NCS-10007459-3be6e170-310b-4ef9-9c53-128ab2010775,"T Level Construction - Design, Surveying and Planning for Construction",University Centre Weston,10007459,WESTON-SUPER-MARE,BS22 8NL,bristol,See provider,2,T Level,1,creative_events|construction_green,school_leaver|apprenticeship,"You'll learn specific topics in design, surveying and planning:

Project management
Budgeting and resource allocation
Procurement
Risk management

In addition to the core content, you will choo Type: T Level",https://www.weston.ac.uk/what-can-i-study/courses-16-18-year-olds/t-levels,"T Level Construction - Design, Surveying and Planning for Construction | University Centre Weston | WESTON-SUPER-MARE |  | T Level |  | You'll learn specific topics in design, surveying and planning:

Project management
Budgeting and resource allocation
Procurement
Risk management

In add | creative_events construction_green",ncs_course_directory,2026-06
NCS-10007459-ca931ecd-68e2-435c-a744-4c9e2047af63,T Level in Animal Care and Management,University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,2,T Level,1,agri_tech_food|business_professional,school_leaver|apprenticeship,"You will develop an understanding of a broad range of issues relevant to the sector including sustainability, environmental legislation, sustainable development, climate change and waste management pr Type: T Level",https://www.weston.ac.uk/what-can-i-study/courses-16-18-year-olds/animal-management-t-levels/animal-care-and-management-t,"T Level in Animal Care and Management | University Centre Weston | WESTON SUPER MARE |  | T Level |  | You will develop an understanding of a broad range of issues relevant to the sector including sustainability, environmental legislation, sustainable development | agri_tech_food business_professional",ncs_course_directory,2026-06
NCS-10007459-f6510b50-f20a-4ba1-aeb8-82c5dbdfb5ed,"Travel and Tourism, BTEC Extended Diploma",University Centre Weston,10007459,WESTON SUPER MARE,BS23 2AL,bristol,See provider,4,Free Courses for Jobs,1,hospitality_tourism,school_leaver|apprenticeship,Courses for 16-18 year olds Type: Free Courses for Jobs,http://www.weston.ac.uk,"Travel and Tourism, BTEC Extended Diploma | University Centre Weston | WESTON SUPER MARE |  | Free Courses for Jobs |  | Courses for 16-18 year olds | hospitality_tourism",ncs_course_directory,2026-06
NCS-10000349-bf9438c7-ef1e-464f-ada3-f2a1be9a81e4,Travel and Tourism BTEC Level 3,ARCHWAY SCHOOL,10000349,STROUD,GL5 4AX,gloucestershire,See provider,,BTEC,1,hospitality_tourism,school_leaver|apprenticeship,"This qualification gives a broad introduction to the travel and tourism industry, with an emphasis on core knowledge and fundamental skills that are transferable across other sectors. Type: BTEC",https://www.archwayschool.net/Subjects/,"Travel and Tourism BTEC Level 3 | ARCHWAY SCHOOL | STROUD |  | BTEC |  | This qualification gives a broad introduction to the travel and tourism industry, with an emphasis on core knowledge and fundamental skills that are transferabl | hospitality_tourism",ncs_course_directory,2026-06
NCS-10056770-b712b0a4-7255-48d8-8ac2-3f20ad0d0124,NVQ Diploma in Beauty Therapy General,CEDARS TRAINING ACADEMY LIMITED,10056770,Gloucester,GL1 1EW,gloucestershire,See provider,,NVQ,2,business_professional,apprenticeship,Anyone considering a career as a beauty therapist. This course will suit you if you are new to beauty therapy or you have limited experience and just basic knowledge and skills. It could help you get  Type: NVQ,http://www.ibha.co.uk/What-We-Do/Qualifications/Level-2-Diploma-in-Beauty-Therapy-General,NVQ Diploma in Beauty Therapy General | CEDARS TRAINING ACADEMY LIMITED | Gloucester |  | NVQ |  | Anyone considering a career as a beauty therapist. This course will suit you if you are new to beauty therapy or you have limited experience and just basic know | business_professional,ncs_course_directory,2026-06
NCS-10056770-b123b406-c523-425f-9e37-0f629180886c,NVQ Diploma in Hairdressing,CEDARS TRAINING ACADEMY LIMITED,10056770,Gloucester,GL1 1EW,gloucestershire,See provider,,NVQ,2,business_professional,apprenticeship,"The Level 2 NVQ Diploma in Hairdressing is a job ready qualification based on National Occupational Standards (NOS). This qualification will provide you with the knowledge, understanding and skills to Type: NVQ",http://www.ibha.co.uk/What-We-Do/Qualifications/Level-2-Diploma-in-Hairdressing,NVQ Diploma in Hairdressing | CEDARS TRAINING ACADEMY LIMITED | Gloucester |  | NVQ |  | The Level 2 NVQ Diploma in Hairdressing is a job ready qualification based on National Occupational Standards (NOS). This qualification will provide you with th | business_professional,ncs_course_directory,2026-06
NCS-10056770-e8435891-f4b1-414c-989a-cbdaa368a862,NVQ Diploma in Nail Services,CEDARS TRAINING ACADEMY LIMITED,10056770,Gloucester,GL1 1EW,gloucestershire,See provider,,NVQ,2,business_professional,apprenticeship,Anyone considering a career as a beauty therapist. This course will suit you if you are new to beauty and nails or you have limited experience and just basic knowledge and skills. It could help you ge Type: NVQ,https://www.cedarstrainingacademy.co.uk,NVQ Diploma in Nail Services | CEDARS TRAINING ACADEMY LIMITED | Gloucester |  | NVQ |  | Anyone considering a career as a beauty therapist. This course will suit you if you are new to beauty and nails or you have limited experience and just basic kn | business_professional,ncs_course_directory,2026-06
NCS-10034622-9ac38074-c283-4f28-94ad-76cb48313efd,Cambridge Advanced National in Health and Social Care (VQ),CHIPPING CAMPDEN SCHOOL,10034622,Chipping Campden,GL55 6HU,gloucestershire,See provider,,FE / HE course,2,health_care,school_leaver|apprenticeship,"The aim of this vocational course is to provide learners with the skills, knowledge and understanding to progress into Higher Education or employment. It gives them the exciting opportunity to gain a  Type: FE / HE course",https://sixthform.campden.school/courses/health-social-care-single/,"Cambridge Advanced National in Health and Social Care (VQ) | CHIPPING CAMPDEN SCHOOL | Chipping Campden |  | FE / HE course |  | The aim of this vocational course is to provide learners with the skills, knowledge and understanding to progress into Higher Education or employment. It gives  | health_care",ncs_course_directory,2026-06
NCS-10035702-535b1dda-6924-4673-ba70-6fdb4abacae0,BTEC First Award in Travel and Tourism,CHURCHDOWN SCHOOL,10035702,Gloucester,GL3 2RB,gloucestershire,See provider,,BTEC,1,hospitality_tourism,school_leaver|apprenticeship,Students wishing to study Travel & Tourism Type: BTEC,https://www.churchdownschool.com,BTEC First Award in Travel and Tourism | CHURCHDOWN SCHOOL | Gloucester |  | BTEC |  | Students wishing to study Travel & Tourism | hospitality_tourism,ncs_course_directory,2026-06
