leaver_id,interest_sectors,target_sectors,dominant_riasec,r,i,a,s,e,c,source,cohort,sample_weight,persona_seed
bridge_quality_control_307,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Realistic,0.2229,0.2054,0.0708,0.0946,0.1391,0.2673,onet_bridge,synthetic_occupation,0.75,
bridge_lab_tech_309,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Investigative,0.1602,0.2597,0.0622,0.1673,0.0846,0.266,onet_bridge,synthetic_occupation,0.75,
bridge_sustainability_officer_310,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Conventional|Social,0.0941,0.1848,0.1651,0.1998,0.1529,0.2032,onet_bridge,synthetic_occupation,0.75,
bridge_early_years_311,aerospace_manufacturing|education_training|health_care,aerospace_manufacturing|education_training|health_care,Social|Conventional,0.1337,0.1366,0.1718,0.2456,0.128,0.1844,onet_bridge,synthetic_occupation,0.75,
bridge_web_dev_312,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.0696,0.2404,0.2201,0.0796,0.1664,0.224,onet_bridge,synthetic_occupation,0.75,
bridge_welder_313,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.3627,0.1157,0.0935,0.109,0.0933,0.2257,onet_bridge,synthetic_occupation,0.75,
bridge_network_tech_314,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.2021,0.2425,0.0783,0.1235,0.1147,0.2389,onet_bridge,synthetic_occupation,0.75,
bridge_project_manager_315,aerospace_manufacturing|business_professional|construction_green,aerospace_manufacturing|business_professional|construction_green,Conventional|Enterprising,0.1489,0.1623,0.0846,0.1604,0.2052,0.2385,onet_bridge,synthetic_occupation,0.75,
bridge_bar_staff_318,hospitality_retail|hospitality_tourism,hospitality_retail|hospitality_tourism,Social|Enterprising,0.1604,0.0692,0.1411,0.2536,0.2514,0.1244,onet_bridge,synthetic_occupation,0.75,
bridge_surveyor_320,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Investigative,0.1615,0.218,0.0961,0.0739,0.1929,0.2576,onet_bridge,synthetic_occupation,0.75,
bridge_marketing_321,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.0642,0.1494,0.171,0.1545,0.2483,0.2127,onet_bridge,synthetic_occupation,0.75,
bridge_teacher_322,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Investigative,0.041,0.2218,0.1321,0.2659,0.1712,0.1682,onet_bridge,synthetic_occupation,0.75,
bridge_agri_tech_323,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.2356,0.2081,0.1079,0.1234,0.118,0.2071,onet_bridge,synthetic_occupation,0.75,
bridge_hotel_manager_324,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Conventional,0.0894,0.0806,0.1126,0.1951,0.2904,0.2319,onet_bridge,synthetic_occupation,0.75,
bridge_mechatronics_325,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.2468,0.2421,0.0808,0.1131,0.0973,0.2198,onet_bridge,synthetic_occupation,0.75,
bridge_early_years_326,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Social|Enterprising,0.1025,0.0895,0.1774,0.2599,0.2115,0.1593,onet_bridge,synthetic_occupation,0.75,
bridge_ux_designer_327,creative_events,creative_events,Artistic|Conventional,0.1059,0.1595,0.2574,0.1331,0.1353,0.2088,onet_bridge,synthetic_occupation,0.75,
bridge_sustainability_officer_328,business_professional,business_professional,Conventional|Enterprising,0.1059,0.1779,0.126,0.1828,0.1955,0.212,onet_bridge,synthetic_occupation,0.75,
bridge_horticulture_330,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2518,0.168,0.1218,0.1079,0.1635,0.1869,onet_bridge,synthetic_occupation,0.75,
bridge_photographer_331,creative_events,creative_events,Artistic|Enterprising,0.142,0.099,0.3141,0.1203,0.1679,0.1567,onet_bridge,synthetic_occupation,0.75,
bridge_video_editor_332,creative_events,creative_events,Artistic|Enterprising,0.112,0.1267,0.3032,0.0773,0.2024,0.1784,onet_bridge,synthetic_occupation,0.75,
bridge_sustainability_officer_333,aerospace_manufacturing|business_professional|cyber_digital,aerospace_manufacturing|business_professional|cyber_digital,Investigative|Enterprising,0.1481,0.2134,0.1458,0.1433,0.182,0.1675,onet_bridge,synthetic_occupation,0.75,
bridge_mental_health_334,health_care|public_sector,health_care|public_sector,Social|Conventional,0.0979,0.1427,0.1366,0.3303,0.1438,0.1486,onet_bridge,synthetic_occupation,0.75,
bridge_welder_335,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.3401,0.1795,0.1367,0.1074,0.0818,0.1545,onet_bridge,synthetic_occupation,0.75,
bridge_mech_engineer_336,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.1949,0.236,0.1388,0.11,0.1229,0.1974,onet_bridge,synthetic_occupation,0.75,
bridge_elec_engineer_337,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.1877,0.2996,0.0906,0.0974,0.1276,0.1971,onet_bridge,synthetic_occupation,0.75,
bridge_ta_338,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Conventional,0.1156,0.0806,0.0912,0.2961,0.1641,0.2524,onet_bridge,synthetic_occupation,0.75,
bridge_quality_control_339,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Realistic,0.2426,0.1923,0.0712,0.0526,0.1538,0.2876,onet_bridge,synthetic_occupation,0.75,
bridge_baker_340,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2534,0.1032,0.1664,0.1119,0.1489,0.2162,onet_bridge,synthetic_occupation,0.75,
bridge_software_dev_341,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Investigative|Conventional,0.0795,0.2741,0.1324,0.0752,0.1926,0.2462,onet_bridge,synthetic_occupation,0.75,
bridge_librarian_342,business_professional,business_professional,Conventional|Social,0.0721,0.1437,0.1428,0.2246,0.148,0.2687,onet_bridge,synthetic_occupation,0.75,
bridge_call_centre_343,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.1097,0.0902,0.1519,0.194,0.2556,0.1986,onet_bridge,synthetic_occupation,0.75,
bridge_photographer_346,creative_events,creative_events,Artistic|Enterprising,0.1471,0.1462,0.2553,0.1094,0.189,0.153,onet_bridge,synthetic_occupation,0.75,
bridge_nurse_347,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Conventional,0.0825,0.1683,0.1243,0.2956,0.1135,0.2158,onet_bridge,synthetic_occupation,0.75,
bridge_estate_agent_349,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.1245,0.1313,0.1236,0.1787,0.2628,0.1792,onet_bridge,synthetic_occupation,0.75,
bridge_librarian_350,business_professional|creative_events|hospitality_tourism,business_professional|creative_events|hospitality_tourism,Conventional|Social,0.0657,0.1607,0.1478,0.2339,0.105,0.2869,onet_bridge,synthetic_occupation,0.75,
bridge_marketing_351,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Artistic,0.0912,0.1617,0.1792,0.14,0.258,0.1699,onet_bridge,synthetic_occupation,0.75,
bridge_agri_tech_352,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Realistic,0.2155,0.1905,0.0751,0.15,0.1279,0.241,onet_bridge,synthetic_occupation,0.75,
bridge_mech_engineer_353,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.1982,0.2513,0.1086,0.1245,0.1005,0.2169,onet_bridge,synthetic_occupation,0.75,
bridge_museum_354,creative_events,creative_events,Artistic|Investigative,0.0896,0.1856,0.26,0.169,0.1257,0.17,onet_bridge,synthetic_occupation,0.75,
bridge_call_centre_355,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.0618,0.0691,0.1057,0.2094,0.2853,0.2687,onet_bridge,synthetic_occupation,0.75,
bridge_agri_tech_356,aerospace_manufacturing|construction_green|health_care,aerospace_manufacturing|construction_green|health_care,Investigative|Conventional,0.2088,0.2123,0.1058,0.1537,0.11,0.2094,onet_bridge,synthetic_occupation,0.75,
bridge_mech_engineer_357,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.18,0.285,0.088,0.1278,0.1367,0.1826,onet_bridge,synthetic_occupation,0.75,
bridge_aerospace_tech_359,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Realistic,0.2401,0.2682,0.114,0.084,0.1133,0.1804,onet_bridge,synthetic_occupation,0.75,
bridge_biotech_360,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.1255,0.2982,0.0938,0.1507,0.1026,0.2291,onet_bridge,synthetic_occupation,0.75,
bridge_entrepreneur_361,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Conventional,0.1263,0.1213,0.1253,0.1709,0.2595,0.1967,onet_bridge,synthetic_occupation,0.75,
bridge_mental_health_362,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Investigative,0.0776,0.1731,0.1273,0.2927,0.1685,0.1607,onet_bridge,synthetic_occupation,0.75,
bridge_industrial_eng_363,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Investigative,0.1692,0.2237,0.0891,0.095,0.175,0.2481,onet_bridge,synthetic_occupation,0.75,
bridge_local_gov_364,business_professional,business_professional,Conventional|Social,0.0792,0.1528,0.0728,0.2296,0.1663,0.2993,onet_bridge,synthetic_occupation,0.75,
bridge_beauty_365,business_professional|cyber_digital|hospitality_retail,business_professional|cyber_digital|hospitality_retail,Social|Enterprising,0.1794,0.0945,0.1485,0.2054,0.1996,0.1726,onet_bridge,synthetic_occupation,0.75,
bridge_electrician_366,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2947,0.2008,0.0728,0.1036,0.1197,0.2084,onet_bridge,synthetic_occupation,0.75,
bridge_local_gov_367,business_professional,business_professional,Conventional|Enterprising,0.0944,0.14,0.1124,0.1636,0.1841,0.3056,onet_bridge,synthetic_occupation,0.75,
bridge_photographer_368,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Enterprising,0.1638,0.1085,0.2507,0.1152,0.1904,0.1714,onet_bridge,synthetic_occupation,0.75,
bridge_beauty_369,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Social|Enterprising,0.1184,0.1048,0.1707,0.2147,0.207,0.1842,onet_bridge,synthetic_occupation,0.75,
bridge_cad_tech_370,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Investigative|Conventional,0.1389,0.2488,0.1957,0.0691,0.1288,0.2187,onet_bridge,synthetic_occupation,0.75,
bridge_cnc_machinist_371,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2864,0.1935,0.0988,0.0936,0.0771,0.2506,onet_bridge,synthetic_occupation,0.75,
bridge_farm_manager_372,aerospace_manufacturing|business_professional|construction_green,aerospace_manufacturing|business_professional|construction_green,Enterprising|Conventional,0.1942,0.1597,0.0888,0.0895,0.2425,0.2254,onet_bridge,synthetic_occupation,0.75,
bridge_chef_373,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Enterprising,0.2491,0.1097,0.176,0.1071,0.1999,0.1583,onet_bridge,synthetic_occupation,0.75,
bridge_training_officer_374,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Social|Conventional,0.0954,0.1102,0.1327,0.2583,0.1799,0.2235,onet_bridge,synthetic_occupation,0.75,
bridge_hr_375,business_professional|hospitality_retail,business_professional|hospitality_retail,Conventional|Social,0.0376,0.1566,0.0881,0.2447,0.223,0.2501,onet_bridge,synthetic_occupation,0.75,
bridge_aerospace_tech_376,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Realistic,0.2144,0.2239,0.1269,0.0895,0.1334,0.2119,onet_bridge,synthetic_occupation,0.75,
bridge_local_gov_379,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Social,0.0535,0.1834,0.0929,0.2245,0.1679,0.2778,onet_bridge,synthetic_occupation,0.75,
bridge_electrician_381,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.3137,0.1446,0.1152,0.1012,0.1082,0.217,onet_bridge,synthetic_occupation,0.75,
bridge_travel_agent_382,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Enterprising|Social,0.0759,0.0916,0.1614,0.2204,0.2508,0.1999,onet_bridge,synthetic_occupation,0.75,
bridge_insurance_383,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Enterprising|Social,0.096,0.1282,0.0925,0.2259,0.2473,0.2102,onet_bridge,synthetic_occupation,0.75,
bridge_bar_staff_384,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Social,0.1362,0.072,0.1613,0.226,0.2332,0.1714,onet_bridge,synthetic_occupation,0.75,
bridge_librarian_385,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Investigative,0.0509,0.2081,0.1767,0.1853,0.1048,0.2742,onet_bridge,synthetic_occupation,0.75,
bridge_sustainability_officer_387,aerospace_manufacturing|business_professional|construction_green,aerospace_manufacturing|business_professional|construction_green,Conventional|Investigative,0.0826,0.2013,0.1276,0.1829,0.1837,0.2218,onet_bridge,synthetic_occupation,0.75,
bridge_hvac_388,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2667,0.1869,0.1027,0.145,0.0927,0.206,onet_bridge,synthetic_occupation,0.75,
bridge_photographer_389,creative_events,creative_events,Artistic|Enterprising,0.1611,0.1059,0.2773,0.1371,0.189,0.1297,onet_bridge,synthetic_occupation,0.75,
bridge_horticulture_390,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2018,0.184,0.1364,0.1227,0.1555,0.1996,onet_bridge,synthetic_occupation,0.75,
bridge_events_manager_391,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.0763,0.1253,0.1647,0.1924,0.2433,0.1981,onet_bridge,synthetic_occupation,0.75,
bridge_civil_servant_392,business_professional,business_professional,Conventional|Social,0.0884,0.1499,0.0564,0.2224,0.2136,0.2692,onet_bridge,synthetic_occupation,0.75,
bridge_vet_nurse_393,creative_events|health_care|hospitality_tourism,creative_events|health_care|hospitality_tourism,Social|Investigative,0.1602,0.1956,0.0857,0.2291,0.1426,0.1869,onet_bridge,synthetic_occupation,0.75,
bridge_green_energy_394,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.332,0.1906,0.0588,0.1136,0.1233,0.1817,onet_bridge,synthetic_occupation,0.75,
bridge_social_worker_395,education_training|health_care|public_sector,education_training|health_care|public_sector,Social|Investigative,0.0886,0.176,0.1304,0.2903,0.1546,0.1602,onet_bridge,synthetic_occupation,0.75,
bridge_nurse_396,business_professional|health_care,business_professional|health_care,Social|Conventional,0.1469,0.1747,0.1097,0.241,0.0984,0.2293,onet_bridge,synthetic_occupation,0.75,
bridge_research_asst_398,business_professional|cyber_digital|health_care,business_professional|cyber_digital|health_care,Investigative|Conventional,0.0574,0.2694,0.1263,0.1863,0.1061,0.2545,onet_bridge,synthetic_occupation,0.75,
bridge_librarian_399,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Conventional|Social,0.0841,0.1396,0.2035,0.2099,0.1093,0.2536,onet_bridge,synthetic_occupation,0.75,
bridge_quality_control_400,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Conventional|Investigative,0.1929,0.247,0.0615,0.0965,0.0842,0.3181,onet_bridge,synthetic_occupation,0.75,
bridge_estate_agent_401,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Social,0.096,0.1069,0.1525,0.2101,0.264,0.1704,onet_bridge,synthetic_occupation,0.75,
bridge_security_guard_402,aerospace_manufacturing|business_professional|hospitality_tourism,aerospace_manufacturing|business_professional|hospitality_tourism,Realistic|Conventional,0.2166,0.1138,0.1022,0.1858,0.1745,0.2071,onet_bridge,synthetic_occupation,0.75,
bridge_welder_403,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Realistic|Conventional,0.3351,0.1605,0.076,0.0705,0.1243,0.2336,onet_bridge,synthetic_occupation,0.75,
bridge_social_worker_405,business_professional|health_care|hospitality_tourism,business_professional|health_care|hospitality_tourism,Social|Conventional,0.1243,0.1233,0.1258,0.2495,0.1498,0.2273,onet_bridge,synthetic_occupation,0.75,
bridge_receptionist_406,business_professional|health_care|hospitality_tourism,business_professional|health_care|hospitality_tourism,Conventional|Social,0.0929,0.1038,0.1295,0.247,0.1735,0.2532,onet_bridge,synthetic_occupation,0.75,
bridge_graphic_designer_407,business_professional|creative_events|cyber_digital,business_professional|creative_events|cyber_digital,Artistic|Conventional,0.0626,0.1419,0.2941,0.1397,0.1687,0.1931,onet_bridge,synthetic_occupation,0.75,
bridge_youth_worker_408,health_care|public_sector,health_care|public_sector,Social|Conventional,0.1178,0.1194,0.1553,0.2979,0.1394,0.1703,onet_bridge,synthetic_occupation,0.75,
bridge_game_dev_409,creative_events,creative_events,Artistic|Investigative,0.1137,0.2195,0.2456,0.1152,0.1339,0.1721,onet_bridge,synthetic_occupation,0.75,
bridge_brewery_410,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Realistic,0.2249,0.1442,0.1404,0.1068,0.1518,0.232,onet_bridge,synthetic_occupation,0.75,
bridge_museum_411,business_professional|health_care|hospitality_tourism,business_professional|health_care|hospitality_tourism,Social|Artistic,0.1189,0.1314,0.2099,0.2254,0.135,0.1795,onet_bridge,synthetic_occupation,0.75,
bridge_content_creator_412,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Enterprising|Artistic,0.0861,0.1239,0.2235,0.1655,0.2529,0.1481,onet_bridge,synthetic_occupation,0.75,
bridge_beauty_413,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Social|Enterprising,0.1049,0.1067,0.1929,0.2225,0.2146,0.1584,onet_bridge,synthetic_occupation,0.75,
bridge_industrial_eng_414,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Conventional|Investigative,0.2117,0.2119,0.0964,0.0872,0.1396,0.2531,onet_bridge,synthetic_occupation,0.75,
bridge_call_centre_415,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.0641,0.0887,0.1048,0.227,0.2612,0.2541,onet_bridge,synthetic_occupation,0.75,
bridge_police_416,aerospace_manufacturing|construction_green|health_care,aerospace_manufacturing|construction_green|health_care,Social|Conventional,0.1845,0.1602,0.0911,0.2216,0.1446,0.1981,onet_bridge,synthetic_occupation,0.75,
bridge_youth_worker_417,health_care|public_sector,health_care|public_sector,Social|Conventional,0.1292,0.141,0.1304,0.2848,0.1302,0.1844,onet_bridge,synthetic_occupation,0.75,
bridge_video_editor_418,creative_events,creative_events,Artistic|Conventional,0.1217,0.1199,0.2972,0.1357,0.1536,0.172,onet_bridge,synthetic_occupation,0.75,
bridge_forest_worker_419,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2893,0.176,0.076,0.1315,0.1205,0.2067,onet_bridge,synthetic_occupation,0.75,
bridge_avionics_421,aerospace_manufacturing|construction_green|creative_events,aerospace_manufacturing|construction_green|creative_events,Realistic|Conventional,0.3127,0.1807,0.1195,0.087,0.1042,0.196,onet_bridge,synthetic_occupation,0.75,
bridge_lab_tech_422,aerospace_manufacturing|construction_green|cyber_digital,aerospace_manufacturing|construction_green|cyber_digital,Investigative|Conventional,0.1958,0.3127,0.0777,0.1073,0.0859,0.2205,onet_bridge,synthetic_occupation,0.75,
bridge_kitchen_porter_423,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.2795,0.1025,0.082,0.1927,0.1305,0.2129,onet_bridge,synthetic_occupation,0.75,
bridge_bar_staff_424,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Social,0.138,0.1239,0.1404,0.1987,0.2459,0.1532,onet_bridge,synthetic_occupation,0.75,
bridge_fire_fighter_426,health_care,health_care,Social|Realistic,0.2261,0.1137,0.1038,0.2343,0.1351,0.187,onet_bridge,synthetic_occupation,0.75,
bridge_journalist_427,business_professional|creative_events|hospitality_retail,business_professional|creative_events|hospitality_retail,Artistic|Social,0.0638,0.1878,0.2156,0.1891,0.1839,0.1598,onet_bridge,synthetic_occupation,0.75,
bridge_customer_service_428,business_professional|health_care|hospitality_tourism,business_professional|health_care|hospitality_tourism,Conventional|Social,0.0764,0.1072,0.138,0.226,0.2035,0.2489,onet_bridge,synthetic_occupation,0.75,
bridge_sports_coach_429,business_professional|cyber_digital|health_care,business_professional|cyber_digital|health_care,Social|Realistic,0.2234,0.1255,0.092,0.2593,0.1898,0.11,onet_bridge,synthetic_occupation,0.75,
bridge_social_worker_430,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Enterprising,0.1234,0.1687,0.0636,0.2678,0.2029,0.1736,onet_bridge,synthetic_occupation,0.75,
bridge_front_of_house_431,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Social|Conventional,0.0939,0.0759,0.1291,0.2563,0.2185,0.2263,onet_bridge,synthetic_occupation,0.75,
bridge_electrician_432,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.3149,0.1911,0.0849,0.0623,0.0988,0.248,onet_bridge,synthetic_occupation,0.75,
bridge_project_manager_433,aerospace_manufacturing|business_professional,aerospace_manufacturing|business_professional,Enterprising|Conventional,0.0951,0.1757,0.0861,0.1495,0.2684,0.2252,onet_bridge,synthetic_occupation,0.75,
bridge_teacher_435,business_professional|education_training|public_sector,business_professional|education_training|public_sector,Social|Conventional,0.0916,0.1709,0.1565,0.2348,0.1364,0.2098,onet_bridge,synthetic_occupation,0.75,
bridge_paralegal_436,business_professional,business_professional,Conventional|Investigative,0.0793,0.1902,0.1054,0.1662,0.1796,0.2792,onet_bridge,synthetic_occupation,0.75,
bridge_events_manager_437,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Social|Enterprising,0.0924,0.091,0.1889,0.2302,0.2207,0.1767,onet_bridge,synthetic_occupation,0.75,
bridge_green_energy_438,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Investigative,0.2945,0.2292,0.077,0.1058,0.1005,0.193,onet_bridge,synthetic_occupation,0.75,
bridge_welder_439,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Realistic|Conventional,0.3866,0.1352,0.0524,0.0964,0.0773,0.252,onet_bridge,synthetic_occupation,0.75,
bridge_youth_worker_440,health_care|public_sector,health_care|public_sector,Social|Enterprising,0.1072,0.1525,0.1283,0.2912,0.1736,0.1473,onet_bridge,synthetic_occupation,0.75,
bridge_warehouse_441,business_professional|construction_green|hospitality_retail,business_professional|construction_green|hospitality_retail,Conventional|Realistic,0.2359,0.0917,0.1002,0.1393,0.1736,0.2593,onet_bridge,synthetic_occupation,0.75,
bridge_call_centre_442,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.0887,0.0815,0.0585,0.2194,0.2922,0.2597,onet_bridge,synthetic_occupation,0.75,
bridge_research_asst_444,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.0576,0.2733,0.1308,0.2154,0.0964,0.2265,onet_bridge,synthetic_occupation,0.75,
bridge_agri_tech_445,aerospace_manufacturing|construction_green,aerospace_manufacturing|construction_green,Investigative|Realistic,0.2546,0.2596,0.0571,0.1398,0.1004,0.1885,onet_bridge,synthetic_occupation,0.75,
bridge_chef_446,creative_events|hospitality_retail|hospitality_tourism,creative_events|hospitality_retail|hospitality_tourism,Enterprising|Artistic,0.2093,0.0906,0.2116,0.159,0.2186,0.1109,onet_bridge,synthetic_occupation,0.75,
bridge_data_analyst_447,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.0681,0.3167,0.1012,0.0863,0.1277,0.2999,onet_bridge,synthetic_occupation,0.75,
bridge_surveyor_448,business_professional|cyber_digital,business_professional|cyber_digital,Conventional|Enterprising,0.1595,0.1946,0.1044,0.1101,0.2057,0.2258,onet_bridge,synthetic_occupation,0.75,
bridge_research_asst_449,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.0832,0.2702,0.1193,0.1634,0.1257,0.2382,onet_bridge,synthetic_occupation,0.75,
bridge_biomed_eng_450,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.1403,0.2602,0.1527,0.1205,0.0861,0.2402,onet_bridge,synthetic_occupation,0.75,
bridge_physio_453,business_professional|cyber_digital|health_care,business_professional|cyber_digital|health_care,Social|Investigative,0.1483,0.219,0.0934,0.2264,0.1078,0.2052,onet_bridge,synthetic_occupation,0.75,
bridge_front_of_house_454,business_professional|health_care|hospitality_retail,business_professional|health_care|hospitality_retail,Social|Conventional,0.0636,0.1143,0.0883,0.3059,0.1938,0.234,onet_bridge,synthetic_occupation,0.75,
bridge_sales_rep_455,business_professional|cyber_digital|hospitality_retail,business_professional|cyber_digital|hospitality_retail,Enterprising|Social,0.0687,0.1306,0.1117,0.1817,0.3455,0.1618,onet_bridge,synthetic_occupation,0.75,
bridge_vet_nurse_456,creative_events|health_care|hospitality_tourism,creative_events|health_care|hospitality_tourism,Social|Investigative,0.1821,0.1847,0.1083,0.2217,0.1242,0.179,onet_bridge,synthetic_occupation,0.75,
bridge_bar_staff_457,aerospace_manufacturing|hospitality_retail|hospitality_tourism,aerospace_manufacturing|hospitality_retail|hospitality_tourism,Social|Enterprising,0.1637,0.0928,0.1551,0.2416,0.2362,0.1107,onet_bridge,synthetic_occupation,0.75,
bridge_travel_agent_458,business_professional|hospitality_retail|hospitality_tourism,business_professional|hospitality_retail|hospitality_tourism,Enterprising|Conventional,0.027,0.0759,0.1947,0.2019,0.2682,0.2324,onet_bridge,synthetic_occupation,0.75,
bridge_software_dev_459,business_professional|cyber_digital,business_professional|cyber_digital,Investigative|Conventional,0.1141,0.2697,0.2089,0.054,0.1165,0.2369,onet_bridge,synthetic_occupation,0.75,
bridge_ta_460,business_professional|cyber_digital|health_care,business_professional|cyber_digital|health_care,Social|Conventional,0.1428,0.1907,0.1205,0.2541,0.0779,0.2141,onet_bridge,synthetic_occupation,0.75,
bridge_welder_461,aerospace_manufacturing|construction_green|creative_events,aerospace_manufacturing|construction_green|creative_events,Realistic|Conventional,0.3543,0.16,0.1083,0.066,0.0693,0.2421,onet_bridge,synthetic_occupation,0.75,
bridge_sales_assoc_462,business_professional|hospitality_retail,business_professional|hospitality_retail,Enterprising|Conventional,0.1412,0.0586,0.0823,0.2206,0.2607,0.2365,onet_bridge,synthetic_occupation,0.75,
bridge_training_officer_463,health_care|hospitality_retail|hospitality_tourism,health_care|hospitality_retail|hospitality_tourism,Conventional|Social,0.0834,0.1359,0.1564,0.2165,0.1894,0.2186,onet_bridge,synthetic_occupation,0.75,
